intercept,r13_lag,r_on,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
1.198427146,-3.87531819,2.722500325,0.937531226,1.652559606,0.854438372,0.940807659,1.267506499,1.335092877,-0.816726017,-2.42683916,1.283020834,-1.634887806,-1.464423253,2.153018034
1.266274406,-3.890086115,2.691008843,0.907765127,1.652269466,0.817327346,0.973889512,1.256371049,1.309566435,-0.858634588,-2.455785072,1.318287738,-1.718519096,-1.438588835,2.106943563
1.267680634,-3.886508863,2.699933756,0.907952741,1.640870041,0.813771282,0.960690981,1.259695671,1.301621649,-0.88632597,-2.447163786,1.319888815,-1.72026787,-1.457136288,2.111876683
1.297422388,-3.873571654,2.709663017,0.887131966,1.633054114,0.800948473,0.960498582,1.257879582,1.31094781,-0.86780251,-2.464870782,1.319249726,-1.700926382,-1.447355473,2.116484461
1.310784594,-3.891088874,2.697262363,0.900665824,1.560383379,0.817261909,0.941937277,1.263937382,1.279723964,-0.86455495,-2.454749942,1.290675756,-1.695832193,-1.419911643,2.116864984
1.318655685,-3.876904523,2.698828945,0.879504981,1.573534412,0.809677217,0.949273468,1.251500431,1.283818214,-0.864463119,-2.454347824,1.280059785,-1.702266044,-1.429763761,2.113482894
1.284295894,-3.872693102,2.743559638,0.867244188,1.550583767,0.823189052,0.961779423,1.269604084,1.258769004,-0.86728953,-2.431893748,1.167874818,-1.704486332,-1.445348471,2.08251425
1.291983661,-3.861192911,2.744372492,0.860369412,1.559527192,0.815070463,0.966273423,1.26632108,1.246509857,-0.868691797,-2.410537085,1.171565944,-1.709568271,-1.436610471,2.079410603
1.301468746,-3.867594654,2.748966492,0.863181477,1.565360757,0.818529074,0.971403706,1.264592628,1.246406827,-0.872787181,-2.413230469,1.181365727,-1.70817152,-1.440790858,2.078372169
1.28446871,-3.87717331,2.760727205,0.863881813,1.551330537,0.804638783,0.947457049,1.270847284,1.247799491,-0.890228069,-2.404979139,1.183115404,-1.705531288,-1.443896941,2.080949634
1.298659364,-3.877981248,2.765253168,0.873707916,1.554542718,0.817465263,0.949730852,1.261979207,1.240620915,-0.899426351,-2.408103684,1.19209089,-1.719118311,-1.45342297,2.085084244
1.255897679,-3.863189624,2.75320465,0.846887708,1.591238177,0.879549499,0.991869718,1.210199445,1.210451895,-0.877720307,-2.397931989,1.167299018,-1.726763318,-1.437894428,2.091129314
1.251573642,-3.876082759,2.748373782,0.849235262,1.572584968,0.878913018,0.988167937,1.223107594,1.209884301,-0.881159495,-2.390173275,1.166085035,-1.728995213,-1.448703207,2.087471267
1.247230223,-3.880356297,2.749778759,0.851955609,1.564672989,0.890214525,0.97350941,1.243707482,1.223723226,-0.881698607,-2.374888503,1.156373431,-1.730578974,-1.456060883,2.086244148
1.22571096,-3.873383681,2.758297691,0.840791308,1.570975695,0.871953081,0.978741909,1.229839473,1.20982945,-0.884904583,-2.382213101,1.165350788,-1.744594581,-1.436081805,2.100841985
1.211938949,-3.895657166,2.742630484,0.799208284,1.544004669,0.850588321,0.971305342,1.245899041,1.275929188,-0.922651467,-2.389558242,1.177165822,-1.79174186,-1.412622197,2.134843806
1.181195504,-3.91663966,2.748053554,0.807939575,1.527029111,0.824157437,0.967959128,1.248531037,1.307126342,-0.954662333,-2.394228287,1.187974309,-1.789753314,-1.421282507,2.106111032
1.121630781,-3.930970651,2.721406082,0.826619119,1.563544825,0.810843215,0.942153988,1.25738456,1.282757176,-0.959699396,-2.387897035,1.194864287,-1.780250249,-1.445790011,2.127324021
1.085238605,-3.933373793,2.721926338,0.837532617,1.548113778,0.809128682,0.974512,1.252933922,1.281268414,-0.95961766,-2.381028991,1.177096939,-1.767969157,-1.451987937,2.102652956
1.07042186,-3.93706977,2.720185963,0.838391994,1.547574555,0.799585437,0.973633298,1.256655253,1.280665851,-0.956759387,-2.377911933,1.17704921,-1.777709595,-1.450523968,2.098918537
1.071245966,-3.93065206,2.72456602,0.813646425,1.557298684,0.802412281,0.966492507,1.273108281,1.293483544,-0.954692587,-2.384501091,1.155680501,-1.789473884,-1.402734949,2.171879068
1.076784166,-3.901170545,2.72979723,0.815859065,1.550731025,0.782635234,0.965303798,1.296917116,1.289729766,-0.921107713,-2.364512467,1.090906357,-1.793124971,-1.392389916,2.171784929
1.048498727,-3.898823162,2.731829892,0.833397475,1.576525599,0.78913939,0.985686381,1.283357536,1.283030506,-0.914403616,-2.368588363,1.092858666,-1.808398749,-1.380963813,2.169958829
1.059170371,-3.897041466,2.7229123,0.84540513,1.584400818,0.79416089,0.986210997,1.286170857,1.282920617,-0.911607651,-2.36438415,1.092688855,-1.808288764,-1.376138647,2.169642707
1.048786101,-3.894051054,2.724881914,0.83258309,1.590071193,0.784447712,0.990392303,1.271641153,1.279594481,-0.919624982,-2.374565607,1.092691293,-1.805094562,-1.370535021,2.171826244
1.053807263,-3.89149589,2.727871513,0.835358588,1.589723049,0.780809755,0.971270733,1.283163307,1.285535647,-0.92609905,-2.388830717,1.089247976,-1.803737627,-1.369500406,2.174311575
1.071974393,-3.852455691,2.800835762,0.824299927,1.599356865,0.849577217,1.076121848,1.284959006,1.201194855,-0.850290426,-2.369891078,0.927475089,-1.907572475,-1.360077545,2.146652787
1.08485508,-3.853490267,2.793069298,0.827075065,1.596704507,0.8396126,1.080794394,1.284632569,1.199581446,-0.845524614,-2.373385613,0.928634795,-1.900644002,-1.367014542,2.142216284
1.095155183,-3.850030315,2.796033589,0.824369167,1.595174106,0.848760004,1.08755601,1.283434842,1.195587749,-0.845073267,-2.369770855,0.923621273,-1.90000217,-1.363931871,2.142392415
1.12146388,-3.856652802,2.808000912,0.838084823,1.58495955,0.850716302,1.054209496,1.293391314,1.201296696,-0.853764485,-2.379066322,0.932863764,-1.890539353,-1.350766287,2.147250801
1.119577505,-3.866602852,2.79585235,0.829070343,1.608397365,0.856648934,1.052350467,1.301283109,1.204001857,-0.858735191,-2.365715189,0.934224335,-1.897277838,-1.363649245,2.155805313
1.122115552,-3.881976102,2.757940021,0.798772718,1.620369877,0.850598197,1.03347965,1.251349985,1.227273128,-0.879703476,-2.391165989,0.990622294,-1.898340584,-1.333140448,2.163245281
1.147182862,-3.869674754,2.729202317,0.791668883,1.592091708,0.860347102,1.00856174,1.251509163,1.239148068,-0.856423359,-2.405898459,0.990972784,-1.865396569,-1.328862465,2.183638458
1.122854313,-3.88067776,2.731125384,0.793618316,1.589917254,0.861201832,0.985343008,1.258891221,1.236792177,-0.859544874,-2.410061118,0.995727745,-1.880261957,-1.327668101,2.192757904
1.064686234,-3.886621484,2.745565248,0.790681653,1.548020699,0.884498009,0.895352827,1.242058679,1.244140962,-0.921176681,-2.452587382,1.013494574,-1.816635358,-1.311396349,2.258657162
1.104851514,-3.907123756,2.738444132,0.784594914,1.552390296,0.903608787,0.856541966,1.240634015,1.230552541,-0.913902252,-2.462628889,1.038652926,-1.883750144,-1.304986646,2.261068673
1.084449095,-3.911803196,2.741286913,0.780039502,1.566163873,0.906196822,0.84133795,1.241094787,1.224310201,-0.905057514,-2.464177588,1.046588129,-1.894239005,-1.30996254,2.255463127
1.076535703,-3.913660249,2.742196742,0.780942822,1.562297653,0.903323504,0.844972476,1.238400555,1.224836373,-0.90582954,-2.465071967,1.052252227,-1.897096928,-1.312025698,2.25814118
1.072766648,-3.905397612,2.783669744,0.772269722,1.528569464,0.898541492,0.872234443,1.224682481,1.238616021,-0.911023938,-2.453859428,1.038160682,-1.904176846,-1.316693087,2.285841178
1.039394393,-3.905065176,2.777755957,0.768715826,1.537023891,0.890926099,0.856511758,1.260271705,1.240610415,-0.915730008,-2.462424063,1.055804778,-1.923477727,-1.316269022,2.290350563
1.003818482,-3.911853874,2.77720396,0.767613716,1.522277239,0.862146945,0.87867209,1.277747628,1.239548736,-0.934267854,-2.477778499,1.059932091,-1.922893284,-1.320314127,2.316284283
1.012512431,-3.907898408,2.780384499,0.792085501,1.518944513,0.888323157,0.888835476,1.281530501,1.245014854,-0.92332667,-2.477548416,1.047193185,-1.921398126,-1.308472912,2.310593865
0.936868341,-3.932055496,2.810098701,0.794407958,1.551948082,0.911630718,0.899068992,1.314986461,1.257493309,-0.967751133,-2.468125122,1.098108204,-1.989177838,-1.350831979,2.299767973
0.887058536,-3.884448597,2.783092524,0.839740071,1.579945787,0.897150005,0.905380258,1.344263051,1.241955049,-0.995903453,-2.448686398,1.028163136,-1.960136306,-1.344998816,2.311317563
0.827139978,-3.866333741,2.753593629,0.818269108,1.560931174,0.870022616,0.897892905,1.330650694,1.196544159,-1.002630083,-2.445091636,1.010960044,-1.923343372,-1.343029025,2.29484071
0.805424388,-3.87060275,2.776638142,0.828935175,1.548292468,0.86809668,0.910747623,1.327558211,1.177337371,-1.003848934,-2.476921308,1.001027806,-1.945427626,-1.333136787,2.272876864
0.788375301,-3.877287381,2.784439497,0.826282365,1.536831204,0.888928123,0.912289879,1.326931822,1.154603948,-1.020618849,-2.469303545,0.989920409,-1.958371927,-1.351127906,2.271713419
0.770001313,-3.88048114,2.775802657,0.820347415,1.538973699,0.87953336,0.917309209,1.323482636,1.152128141,-1.013953497,-2.456515343,0.997972182,-1.965014725,-1.339820642,2.279162642
0.839900977,-3.948779146,2.739671704,0.861564646,1.544977125,0.931408679,0.565751604,1.269112942,1.094282313,-0.954012015,-2.266454884,0.980232936,-2.051149457,-1.406887718,2.322960238
0.892278151,-3.991458619,2.752172507,0.848886919,1.5560933,0.951601676,0.543106839,1.248262775,1.127884053,-0.980715463,-2.278956478,1.003397185,-2.021854666,-1.397742518,2.310846282
0.935295953,-3.987376443,2.797915251,0.878675368,1.56612803,0.962018385,0.549804117,1.237203464,1.127435949,-0.959515888,-2.283122547,1.015700355,-2.016235358,-1.412263852,2.304547669
0.974276437,-4.029410519,2.809234607,0.860970844,1.531122827,1.012726584,0.494604028,1.258301232,0.948070412,-1.027000351,-2.213943545,1.011022985,-1.994286139,-1.489772083,2.285175429
0.967582264,-4.026717717,2.808293952,0.87693031,1.536087075,0.99327504,0.504368092,1.259240407,0.956385961,-1.015787552,-2.22824093,1.012720693,-1.982735611,-1.493200725,2.276009087
0.968480586,-4.031607365,2.822222354,0.875409354,1.542471238,1.031682143,0.507823039,1.244182734,0.989798082,-1.043020677,-2.220122678,0.997805732,-1.962945747,-1.493934717,2.266671407
0.925160622,-4.048155659,2.82747956,0.874125038,1.423740349,0.999354816,0.485259633,1.208138338,1.009043202,-1.041192684,-2.202742905,0.996080591,-1.937079712,-1.477149083,2.29040853
0.908533199,-4.078383368,2.816610026,0.857277995,1.449889501,1.028466925,0.496357499,1.229006351,0.991193375,-1.039169904,-2.152920188,1.048032986,-1.778341686,-1.252841397,2.23809914
0.883515784,-4.095818137,2.814019022,0.869168022,1.519871209,0.981094457,0.450392547,1.157032748,0.997873316,-1.017747332,-2.10297298,1.044618594,-1.699338233,-1.280077468,2.263134739
0.823834482,-4.156938257,2.457708776,0.830814836,1.628155379,0.937748849,0.350257483,1.143232543,1.086453313,-0.990962512,-1.9893439,1.131662941,-1.735318649,-1.334707436,2.320053029
0.819223418,-4.10281527,2.444862568,0.839849844,1.645556739,0.929239629,0.383685625,1.149717394,1.100246099,-0.961671395,-1.996275787,1.119070355,-1.758672412,-1.351522856,2.319559669
0.81475496,-4.104716108,2.438976675,0.830503724,1.644992169,0.929050786,0.39028025,1.141977695,1.090784844,-0.965051337,-1.998490412,1.124439397,-1.764698694,-1.350035304,2.331008915
0.837121604,-4.103335726,2.434159343,0.822852178,1.669933815,0.929855154,0.401257617,1.097283665,1.104221799,-0.960232904,-1.979757202,1.120781813,-1.76475035,-1.38699124,2.288459544
0.712131888,-4.038616058,2.511238514,1.036108363,1.690015794,0.997229341,0.616134456,1.133886186,1.095713085,-1.107829412,-1.900973436,1.133809454,-1.722361595,-1.376574865,2.325664361
0.565321547,-4.230890529,2.535033112,1.237526027,1.521442188,1.120038992,0.81757601,1.432448151,1.471558349,-1.120822379,-2.17004725,1.140134199,-1.771945188,-1.680341847,2.416556555
0.484092855,-4.343820466,2.486372487,1.262697264,1.565381634,1.189295232,0.64703582,1.627964064,1.44368836,-1.133856142,-2.057146657,1.264784608,-1.778406631,-1.515364464,2.457404056
0.498667024,-4.360790404,2.485615235,1.262560715,1.571721098,1.17782628,0.626507638,1.682213218,1.432349894,-1.165765984,-2.048549291,1.241057431,-1.755928749,-1.534344562,2.42097713
0.61669563,-4.596032099,2.001661467,1.302724411,1.185466932,1.449253641,0.823570105,1.429106448,1.184939204,-1.789649778,-1.046867309,1.108700605,-1.458995579,-1.496038737,2.41604289
0.464832171,-4.033526119,2.164455552,0.795183758,1.286273894,1.262918608,0.656433947,1.263780993,1.284533957,-1.559452743,-1.044010986,0.856479545,-1.271014084,-1.374629705,2.577315008
0.477136903,-3.712400932,2.148347449,0.758280023,1.371214788,1.222763345,0.692248024,1.385648114,1.295879714,-1.476001131,-1.10492652,0.755645855,-1.268820434,-1.404833924,2.577628509
0.405530747,-3.615787481,2.331026991,0.721527468,1.338928504,1.1900267,0.652130333,1.320907094,1.313820115,-1.440959907,-1.116506558,0.762928214,-1.405917165,-1.546326367,2.443418344
0.419224047,-3.611201032,2.328328019,0.715900951,1.368513536,1.204779564,0.657885433,1.295870322,1.302842305,-1.439797014,-1.12864477,0.762766645,-1.388730502,-1.542319513,2.403497927
0.414379741,-3.616914476,2.011248812,0.76232031,1.112391102,1.171527313,0.619974002,1.303461948,1.318019701,-1.299141745,-1.041838314,0.794567355,-1.708945278,-1.224750456,2.524567563
0.564916747,-3.257731337,2.005976765,0.568108701,1.092688375,1.026768607,0.558202505,1.31887085,1.414184587,-1.63128627,-1.047398874,0.442639109,-1.501260056,-1.002483525,2.839953827
0.702230804,-3.610700823,1.762412213,0.58529001,1.542592913,1.052111338,0.540284711,0.994878035,1.534163918,-1.797067046,-0.42148947,0.310123279,-1.596246306,-1.091421552,2.585105741
0.711740457,-3.527282848,1.786368642,0.601091137,1.580229216,1.044084788,0.513753322,0.876120237,1.510992375,-1.811901133,-0.443987423,0.351345353,-1.584992798,-1.141295381,2.563267288
0.692063243,-3.54091004,1.78825724,0.591264321,1.593855824,1.041109067,0.519281456,0.880135604,1.547846266,-1.825884934,-0.436868062,0.336051473,-1.592567513,-1.152797178,2.552076458
0.591427686,-3.541925362,1.838290556,0.767006901,1.62404947,1.151953225,0.54400384,0.811863163,1.285809879,-1.798909401,-0.450085677,0.449169984,-1.627253385,-1.166326012,2.409412622
0.583060131,-3.523839358,1.870495211,0.773078308,1.628266043,1.122114609,0.556364829,0.811949229,1.295806513,-1.776812395,-0.438416301,0.430358169,-1.628871639,-1.1739504,2.386556053
0.569070473,-3.595819074,1.850211669,0.794788314,1.644338095,1.190523262,0.452502459,0.676476107,1.32634827,-1.87724679,-0.398345428,0.617101488,-1.681048855,-1.173637436,2.284927389
0.645227489,-3.479489409,1.946371631,0.814157022,1.6788583,1.252509119,0.701500508,0.557284741,1.337204951,-1.925345154,-0.439716124,0.561079365,-1.705956366,-1.484265273,2.205408077
0.705082025,-3.431538756,2.003880549,0.892126696,1.66435836,1.325012332,0.791244805,0.544322502,1.360860568,-1.888280963,-0.47937912,0.520139941,-1.702764951,-1.469224303,2.175909075
0.614202568,-3.545300681,2.096151028,0.710107408,1.627322441,1.470804114,0.849970975,0.373323279,1.441503468,-1.964280707,-0.59594127,0.674414567,-1.666974689,-1.546991932,2.14247682
0.690590778,-3.408339529,2.149613445,0.635159348,1.690776017,1.531136802,0.900184442,0.316471486,1.473235404,-2.039812789,-0.583735523,0.527707253,-1.637692792,-1.513774104,2.112869409
0.668352647,-3.42980033,2.112557858,0.713840767,1.709801199,1.556060992,0.8978466,0.295937887,1.493489609,-2.074081424,-0.592479009,0.576971183,-1.596168252,-1.511206641,2.156522387
0.635834829,-3.434077746,2.151873417,0.663548621,1.728969318,1.531575092,0.907040295,0.277090331,1.430152069,-2.031095537,-0.592153693,0.538227135,-1.59309095,-1.481198524,2.241313451
0.566456441,-3.452951936,2.061939839,0.687481722,2.019086662,1.657087697,0.788169624,0.162528686,1.521090128,-2.000176254,-0.567767069,0.348002124,-1.517351235,-1.487140447,2.328970299
0.582323035,-3.45393931,2.088406215,0.77617793,1.980908072,1.666207263,0.849912784,0.146892109,1.54252687,-1.962069459,-0.610879199,0.366310027,-1.581113647,-1.529374044,2.366934409
0.563249788,-3.455516558,1.983428734,0.788602826,2.025726684,1.705615412,0.804507672,0.170876919,1.622209243,-1.983219551,-0.61596074,0.431811206,-1.591476222,-1.436190305,2.495074746
0.605468112,-3.435189246,2.003225321,0.813753599,2.003608299,1.712337649,0.815668292,0.183866494,1.592745211,-1.97271756,-0.647030583,0.427176404,-1.647749567,-1.535180273,2.454951973
0.599324905,-3.437921842,1.990499836,0.794541043,1.948448173,1.719522197,0.815473682,0.164449386,1.602763751,-1.97136747,-0.657034763,0.42449748,-1.629525902,-1.534103904,2.459903496
0.642239887,-3.459461814,1.984557868,0.735133486,1.982979039,1.650315454,0.818463534,0.148658551,1.573923537,-1.91529269,-0.602710707,0.464389333,-1.718365417,-1.617182789,2.439386334
0.626827094,-3.454825937,1.980118687,0.749538002,1.998432148,1.659857549,0.824056376,0.141079599,1.610681679,-1.91571967,-0.624235995,0.466546067,-1.714853295,-1.610645233,2.455540324
0.662546318,-3.468504012,1.992457699,0.695254107,2.014807885,1.685985477,0.836348804,0.131493256,1.602478529,-1.927169424,-0.656785384,0.489385057,-1.717729675,-1.567087071,2.412726026
0.558398048,-3.403911686,2.10848438,0.797909912,2.168479953,1.548879432,0.899772706,0.186609964,1.554600118,-1.858089852,-0.623780339,0.430694625,-1.745975817,-1.488564982,2.470872017
0.612856765,-3.359348586,2.098750839,0.913766781,2.178485513,1.537692251,1.050504904,0.232244364,1.512955685,-1.893864525,-0.606315299,0.393316649,-1.924583278,-1.494212739,2.308292058
0.572602568,-3.3111323,2.081580333,0.912626151,2.177836522,1.575603536,1.044116464,0.188367146,1.494624212,-1.915269276,-0.584016391,0.362091851,-1.902003738,-1.465345291,2.272809573
0.701973877,-3.312090654,2.023403014,0.887567604,2.106900979,1.390347953,1.032800615,0.147108395,1.505879018,-1.951474903,-0.67202668,0.462574273,-2.00957161,-1.37611899,2.43646364
0.680132405,-3.158229198,2.044683835,0.849704657,2.146964956,1.360413828,1.170594556,0.051394032,1.644998433,-1.709193822,-0.744472172,0.633959879,-2.01511396,-1.321949207,2.459039423
0.680871857,-3.186601893,2.080785374,0.73858842,2.022866619,1.128996235,1.21243359,0.122478042,1.60392805,-1.677359094,-0.919127945,0.630221227,-1.990650263,-1.425863182,2.368043903
0.637626118,-3.286367584,2.041853823,0.781666484,1.98724058,1.205703869,1.230729713,0.175257098,1.533984327,-1.662445124,-0.962851902,0.693808457,-1.95504316,-1.511326718,2.287113224
0.564104063,-3.314077141,2.067548119,0.800259001,1.947352881,1.190250759,1.233567037,0.1916472,1.50348481,-1.655670958,-0.956232092,0.644999604,-1.943134678,-1.570089832,2.313833408
0.553239171,-3.318533645,2.071360537,0.769376069,1.963744074,1.187159012,1.245154515,0.183640552,1.484820233,-1.643260343,-0.986509269,0.637211805,-1.931674077,-1.566869344,2.316768205
0.615208684,-3.287471101,2.131780776,0.776636181,1.98120407,1.168644865,1.280794269,0.203724502,1.549384496,-1.70199523,-1.051487839,0.631615343,-1.897610385,-1.509700701,2.366057442
0.646478755,-3.26327767,2.175795914,0.764835114,1.940275507,1.119686177,1.273096919,0.218662919,1.529451215,-1.67591741,-1.088290775,0.599653027,-1.957907779,-1.556730126,2.339283162
0.575592028,-3.27867732,2.20943253,0.857225662,2.237971667,1.045645106,1.197526347,0.327606685,1.632487507,-1.719897329,-1.478687578,0.741784523,-2.218857172,-1.469431767,2.429596882
0.520923478,-3.355751671,2.248419117,0.987140187,2.24554851,1.031151953,1.227725852,0.386533616,1.623948824,-1.681312457,-1.477964773,0.786813231,-2.238529488,-1.4673136,2.456284037
0.456824847,-3.36135683,2.215322339,0.936708823,2.331480969,1.014373702,1.18221549,0.347933283,1.603566972,-1.693823763,-1.412259432,0.803801122,-2.29344665,-1.510911457,2.468739371
0.435129997,-3.349951194,2.249362859,0.907217923,2.299319899,1.013892996,1.134105919,0.387698266,1.6192892,-1.726284481,-1.429024961,0.695278295,-2.274038504,-1.501093529,2.429799475
0.462728753,-3.35669497,2.266951503,0.870328905,2.285609349,0.976692281,1.124598019,0.455624549,1.656343315,-1.737385987,-1.395753096,0.690939834,-2.274457783,-1.526124833,2.426181395
0.494657566,-3.32098269,2.333505948,0.93920905,2.333446223,0.996262838,1.169354107,0.364634553,1.6547704,-1.717067151,-1.382657797,0.666597315,-2.195871291,-1.554574767,2.415346431
0.4828257,-3.287982587,2.348888143,0.950400983,2.295295224,0.993019602,1.168925382,0.358326605,1.668574649,-1.717494659,-1.437911062,0.663652539,-2.193990707,-1.567926537,2.424945622
0.482724493,-3.285014061,2.351686452,0.950289608,2.294364475,0.993535894,1.17083353,0.359152768,1.67365971,-1.718720933,-1.437067345,0.662618572,-2.19390894,-1.567842626,2.42496517
0.521938748,-3.272138164,2.448723457,0.896153526,2.285883717,0.91452263,1.083078111,0.403946999,1.738119283,-1.827871349,-1.513886564,0.707937078,-2.164532119,-1.598056737,2.464458321
0.538706495,-3.270053407,2.45910738,0.854278288,2.272076724,0.915167718,1.096469605,0.339598643,1.673376843,-1.801235636,-1.535986621,0.71580309,-2.201754228,-1.569688331,2.496057658
0.607165346,-3.276044866,2.49517437,0.798091067,2.215254791,0.903190364,0.887473574,0.287500228,1.690528467,-1.809335867,-1.448982998,0.728514185,-2.134783274,-1.523259126,2.525641824
0.680045532,-3.349674373,2.397113667,0.903866714,2.258403843,1.006222805,0.786141296,0.351983242,1.667480476,-1.842225187,-1.500596036,0.646738926,-1.95746721,-1.50434936,2.677183676
0.683164882,-3.363203535,2.445021564,0.860001298,2.307217084,0.963334016,0.782349571,0.372325224,1.6053959,-1.842831233,-1.6151942,0.656083482,-1.935887155,-1.488243326,2.657564679
0.680037412,-3.360179621,2.446232843,0.864498978,2.311635031,0.948235553,0.781816041,0.369207379,1.61022766,-1.843607244,-1.615094571,0.655040297,-1.938262248,-1.485198343,2.660959677
0.667387721,-3.35453861,2.457976452,0.860254556,2.285701863,0.943075464,0.77688057,0.393415088,1.692786753,-1.826995831,-1.685787322,0.685166295,-1.974434001,-1.446967683,2.670769492
0.575905253,-3.288506793,2.398964858,0.908998904,2.327407885,0.886811215,0.825820312,0.365631159,1.666125673,-1.807974148,-1.666829551,0.730269686,-1.961875493,-1.406056558,2.617806801
0.562080384,-3.351089277,2.436291421,0.815901209,2.417940761,1.039923079,0.760370718,0.299379447,1.67100332,-1.841695784,-1.646439723,0.712438798,-2.003710931,-1.503177491,2.568074024
0.542327974,-3.368015877,2.418947134,0.820467782,2.411514951,1.034156842,0.753116878,0.293746662,1.671778846,-1.834368315,-1.639492347,0.714929603,-2.007945877,-1.509246506,2.575979411
0.504243612,-3.369391141,2.40003585,0.792283202,2.408632111,1.036696721,0.764753319,0.274574184,1.677676203,-1.857266143,-1.633554424,0.731332329,-1.991453161,-1.505068799,2.574451101
0.457464409,-3.324668367,2.400849083,0.788159177,2.407528225,1.048441475,0.789338436,0.229036229,1.685316604,-1.829712665,-1.658528183,0.735735051,-1.98217424,-1.477375469,2.583659555
0.466645861,-3.312223752,2.366349776,0.817583362,2.401491694,1.077759862,0.794477032,0.22019842,1.684810816,-1.807000317,-1.679428631,0.713639481,-1.968669772,-1.466231096,2.589750218
0.497904443,-3.3290561,2.356066423,0.867564784,2.368248932,1.056608046,0.788292933,0.23735611,1.724935989,-1.788017689,-1.68791976,0.714110087,-1.978100798,-1.4984779,2.597815228
0.504252415,-3.324597435,2.355211654,0.856024772,2.362652126,1.060578811,0.790046826,0.22775049,1.715739365,-1.792087038,-1.690610937,0.72252499,-1.969320397,-1.478340619,2.601618548
0.581046772,-3.276742304,2.407861456,0.861066662,2.326283969,1.137188962,0.903188392,0.26396545,1.650100728,-1.74465452,-1.569408175,0.651354861,-1.934630147,-1.499679139,2.555827875
0.578029279,-3.289189547,2.397936151,0.865639394,2.320147633,1.143332908,0.907258598,0.274973679,1.650349962,-1.715276768,-1.538270659,0.653506577,-1.941526133,-1.50948463,2.544682582
0.587392493,-3.284863782,2.391277859,0.846851207,2.286103673,1.137572461,0.900116479,0.246858219,1.661492067,-1.71658667,-1.539338829,0.641971736,-1.924248168,-1.510243864,2.555317475
0.564767729,-3.280683485,2.392377722,0.856739132,2.285114014,1.122148369,0.900636567,0.240626483,1.648750218,-1.718437771,-1.544880507,0.645421284,-1.932837154,-1.523827484,2.550304372
0.623183712,-3.301721789,2.412669696,0.888261475,2.204634602,1.086038491,0.864030976,0.263445037,1.688324812,-1.749734164,-1.536057701,0.642198219,-1.902390182,-1.539545532,2.524438371
0.681883168,-3.330361868,2.311276007,0.827752105,2.195757488,1.168914978,0.890980149,0.286727867,1.617525033,-1.76826626,-1.38831267,0.463006924,-1.847834257,-1.460870859,2.55338773
0.657470906,-3.238072428,2.355300917,0.87754467,2.1767296,1.11633316,0.851959371,0.297583514,1.651099038,-1.730023519,-1.42708339,0.405749003,-1.888279417,-1.555968699,2.590241622
0.700579097,-3.199558663,2.373046024,0.862303713,2.184469189,1.102115729,0.793786574,0.30832605,1.639161048,-1.757709776,-1.428763929,0.365532846,-1.917827358,-1.578894409,2.629811139
0.713854232,-3.209792446,2.388027645,0.785915838,2.236152168,1.092802386,0.878328344,0.272691168,1.670515355,-1.797003182,-1.375243069,0.398697036,-1.922727184,-1.578405744,2.644510742
0.749813872,-3.210215366,2.387792619,0.837600603,2.160669668,1.105041745,0.826448861,0.234664022,1.659522514,-1.786220152,-1.440497779,0.390472206,-1.907053175,-1.585467066,2.592590949
0.725295518,-3.166882436,2.399266073,0.831173216,2.111756659,1.09989053,0.823127541,0.219732267,1.686132198,-1.760508089,-1.481252989,0.387894536,-1.87084029,-1.539307621,2.602342091
0.699200553,-3.177163918,2.372901607,0.812196214,2.03748621,1.09645532,0.819521513,0.208700777,1.693618034,-1.764174179,-1.46994315,0.380669918,-1.866442603,-1.528735065,2.603099878
0.645433714,-3.176050626,2.369638191,0.793125363,2.033542327,1.106143601,0.853929668,0.173716893,1.68077562,-1.736389686,-1.471912385,0.350756895,-1.879459983,-1.523495724,2.580200341
0.600355915,-3.181536183,2.338904969,0.755019076,2.094852433,1.122467125,0.823775326,0.177113584,1.675924757,-1.788412514,-1.440490654,0.321389178,-1.876362709,-1.491561273,2.565948273
0.634227946,-3.193664643,2.345813862,0.728489669,2.099499452,1.141440767,0.82168499,0.171009151,1.646808085,-1.794931039,-1.465410003,0.356827957,-1.871168699,-1.521244541,2.555387426
0.621806743,-3.199192349,2.348890435,0.741008344,2.129831012,1.152101094,0.815792386,0.171212993,1.652563133,-1.800481299,-1.473576641,0.360577702,-1.908449475,-1.543137154,2.545637259
0.661281661,-3.174839412,2.410540054,0.727983082,2.096728795,1.127923579,0.859251817,0.146807076,1.669054792,-1.885901788,-1.548147288,0.369683677,-1.891223989,-1.489208942,2.573746986
0.682369034,-3.182893996,2.420947223,0.745623792,2.113268488,1.148621085,0.85366859,0.134583665,1.669290273,-1.885294951,-1.542708642,0.376376442,-1.886636322,-1.489460063,2.575205246
0.690984013,-3.167542858,2.402592478,0.753669134,2.098347341,1.147745723,0.854616254,0.145835078,1.690968078,-1.873760854,-1.559443563,0.370639245,-1.886976765,-1.492680951,2.570050183
0.731926084,-3.160994924,2.389409235,0.717723284,2.123782926,1.214635697,0.878298971,0.203738946,1.710100705,-1.958833342,-1.614075586,0.372695203,-1.878000724,-1.401397838,2.593316523
